hour_of_day,day_of_week,month,drivers_nearby,local_demand_score,is_raining,lead_time_minutes,trip_distance_km,is_airport_trip,label_assigned
21,3,5,0,0.9366924300696838,0,15,15.340079288467079,0,0
21,6,3,10,0.8926700780045402,0,60,19.640991256863078,0,1
7,2,6,20,0.9878923172361836,0,30,8.868114072052123,0,0
15,4,1,9,0.5233993174327431,0,60,20.478370677450172,0,1
11,6,4,16,0.8202058083640843,0,120,16.32836279616206,0,1
15,5,2,16,0.3070808901812141,0,15,15.786080864201875,0,1
17,4,11,6,0.9127444724527438,0,60,12.154100213172214,0,1
3,6,6,10,0.270947362626606,0,60,6.396798324899427,0,1
14,0,9,11,0.9414698302913717,1,45,21.12168272196203,0,0
13,5,9,14,0.32044271987090434,0,120,19.00196780074474,0,1
7,5,4,6,0.7680921356030586,0,15,12.087727572805875,0,1
15,2,1,4,0.056175592970665655,0,15,4.543152216496066,0,1
23,5,1,5,0.25604271626529973,1,15,9.629050802801839,0,0
18,2,7,13,0.7721317802971138,0,45,16.560404580089667,0,1
21,2,1,15,0.7389574192650523,0,15,13.548481321808799,1,1
4,6,7,11,0.943280801363171,1,15,15.875007914321602,0,0
17,1,2,5,0.1158512929459139,1,30,16.498449788806823,0,0
15,4,5,5,0.3797638769343499,1,30,14.29409608330151,0,1
10,6,2,3,0.2921779223022355,1,60,9.093008260493228,0,0
16,2,6,0,0.4719868206367168,0,45,7.05979048367605,0,0
19,4,5,5,0.07209407690506286,0,45,4.028418252878652,0,1
6,4,3,1,0.026026451821566265,0,15,13.157834130662048,0,0
21,4,1,5,0.49037053184435253,1,120,8.751902593190888,0,1
18,2,11,13,0.9748070924282825,0,120,7.280848476438773,0,0
22,1,12,13,0.8864522748054228,0,120,1.4532687763469283,0,1
3,6,1,10,0.8779969133354634,0,30,2.783232413594574,0,0
13,4,2,17,0.27601588293854495,0,120,14.328058358130699,0,1
0,5,12,1,0.9269910073513342,0,15,12.375144872607386,1,0
6,5,7,0,0.5082102904631053,0,30,16.684029045794837,0,1
0,6,6,18,0.06146527746846342,0,120,7.253628699178179,0,1
12,2,12,7,0.04858407424437039,0,15,11.009933305085035,0,1
21,1,7,20,0.07406408393014796,0,30,5.066517755887953,0,1
14,5,10,18,0.37030449344273675,0,60,10.727758771912209,0,1
13,5,10,10,0.030032221061192854,0,120,19.144425706026336,0,1
7,0,8,14,0.4380740475837084,1,30,6.626663464485486,0,0
14,3,5,9,0.21596179957765327,0,15,3.3548848142782193,0,1
16,6,6,2,0.24870275698441657,0,60,17.003226298026835,0,0
10,5,5,15,0.5900202547125322,1,45,4.165310662726493,0,0
12,5,3,17,0.7163620383421833,0,45,1.3335254553477651,0,1
11,3,8,15,0.9622196818027213,0,15,6.359178030578818,0,1
3,2,8,20,0.18454111716921118,0,45,10.045385918051362,0,1
12,0,4,20,0.9829021136151898,0,120,9.32916163336247,0,1
1,2,11,11,0.5736656538997942,0,30,11.244818652519811,0,1
7,1,10,13,0.9275938931162608,0,60,15.818945297755997,0,1
14,0,4,8,0.5520263144052134,0,60,17.99816638344373,0,1
21,6,9,0,0.441047709240885,1,120,10.779702566206932,0,0
4,2,7,11,0.4334502109983561,0,45,9.244443353358129,0,1
8,2,1,12,0.809750538653742,1,15,14.732219856826859,0,0
2,2,11,1,0.6953511134092866,0,15,5.689603540202268,0,0
9,6,4,4,0.11052893553213716,0,60,9.699619467717946,0,1
16,2,9,2,0.8087090919427511,0,15,8.202025886263227,0,0
6,5,9,13,0.056678109658254594,1,45,23.73015815834106,0,0
9,3,6,15,0.7336039742345477,1,45,2.086982512639955,0,0
8,1,10,4,0.5394954985671488,1,15,3.420035724828785,0,0
1,5,8,11,0.48257369672490213,0,30,11.063454445807304,0,1
7,5,5,12,0.1883640951255494,0,45,16.112211993972362,0,1
0,5,3,7,0.4669220582759348,0,15,4.870790489277189,0,1
4,4,5,15,0.4723559450536381,0,15,6.674449383202128,0,1
13,6,7,17,0.4592538994614075,1,30,6.645469890564512,0,0
5,3,11,8,0.2878702859270371,0,120,1.0539874485873248,0,1
13,3,3,5,0.5023585838666191,0,120,5.289364342485448,0,1
4,6,8,16,0.8035929706618625,0,30,9.51617178536686,0,1
16,2,12,12,0.4566575368982997,0,45,3.396682331515791,0,1
17,4,11,6,0.04191506643364862,0,15,4.6660671184724345,0,1
16,4,10,6,0.4414103906462137,0,45,14.525209869902762,0,1
20,3,5,17,0.028903315723237788,0,120,4.7693190115150035,0,1
14,4,5,14,0.4022013451091595,0,120,6.359178030578818,0,1
16,6,12,2,0.7484972924508189,1,30,10.727758771912209,0,0
1,3,9,15,0.7529533462157852,1,120,5.002144550853749,0,1
4,4,5,6,0.9998349839891798,0,45,8.470430047651346,0,0
6,6,9,20,0.6705709431403332,0,15,3.0518546376742504,0,1
9,2,4,2,0.5751553868679127,0,120,14.671335211586246,1,0
2,4,11,2,0.7795030769837766,0,30,11.914380330940027,0,0
22,3,3,6,0.6330455860164914,0,120,23.306077423258657,1,1
23,5,2,5,0.27133508570361353,0,30,4.1425662788833,0,1
10,2,4,3,0.13752279882542962,0,15,13.803707227369557,0,1
20,2,12,8,0.4690411371894102,1,45,13.637588317363706,1,0
13,4,12,0,0.5162966669790521,0,30,2.1669854449862096,0,1
11,0,5,10,0.24605414205740894,0,120,18.091956235548352,0,1
3,0,6,0,0.6192019033466115,0,45,5.897592236553509,0,1
2,0,6,17,0.928629736921621,0,60,9.065229833124638,1,1
8,5,8,2,0.3273528849797809,0,45,11.376435772478633,1,0
10,0,4,17,0.8682285038812194,1,45,13.637588317363706,1,0
3,5,1,17,0.886924554889758,0,30,16.56717489298353,0,1
2,6,10,10,0.3594373813591104,0,15,4.411808112919666,0,1
21,1,11,7,0.9770148305718767,0,60,10.19921548029178,0,1
3,3,9,17,0.06447266494623827,0,15,14.16060505699158,0,1
22,6,3,7,0.11800971918708969,0,15,8.470430047651346,0,1
7,6,12,3,0.36144015993952117,0,60,1.4532687763469283,0,1
16,6,9,1,0.7656219750949568,0,30,7.2686891620987835,0,0
1,4,10,11,0.7008499901120584,0,45,18.91498947724138,1,1
12,5,8,14,0.28232929915243754,0,120,9.46129520831743,0,1
23,1,2,8,0.30029624895643336,0,15,7.611818790212651,0,1
21,3,5,0,0.14009230329511246,0,15,10.87403544190011,0,1
21,5,10,15,0.5517642612531027,0,15,10.19921548029178,0,1
3,2,1,14,0.5005269686102813,0,60,18.348201529547268,0,1
15,4,10,8,0.5725380831369861,0,120,8.833336368242946,0,1
6,4,1,18,0.8202534523274452,0,120,1.2163406456334604,0,1
15,2,2,2,0.219722255821738,0,45,10.07654731524721,0,1
20,3,11,0,0.23124427024208682,0,15,9.757222409422175,0,0
1,5,4,1,0.1999774786980214,0,120,13.390546126508866,0,0
18,0,8,16,0.6422952213700972,0,120,8.709018737094436,0,1
8,6,7,7,0.4951669126873016,0,45,4.787139776914417,0,1
5,0,10,0,0.5999392476895359,0,120,7.410878641322617,0,0
14,2,12,4,0.09463466726648462,0,15,6.275964406927796,0,1
20,5,3,17,0.4214361272256204,0,30,8.76749704778382,0,1
17,1,12,1,0.7732198523550021,0,120,19.40796502252156,0,0
14,2,11,18,0.8507829525294468,0,30,11.07425683231177,0,1
23,1,3,5,0.7102997221842657,0,15,13.052169336130554,0,1
20,3,10,4,0.845381570259287,1,60,10.951525970583779,0,0
8,4,6,17,0.7952705929936421,0,15,7.595673678060152,0,1
7,4,3,12,0.3078630851256874,0,60,8.575589213288293,0,1
16,6,12,16,0.7549792529404404,0,15,17.054942602900496,0,1
3,1,6,8,0.04177946167436153,0,15,11.828557534273552,0,1
1,3,2,7,0.8815713874779424,0,45,11.380369372503337,0,1
1,1,5,12,0.1418732814799113,0,15,8.246567455070336,0,1
6,4,8,2,0.577385114185115,0,120,11.246155646954964,0,0
8,3,1,18,0.6786087240532239,0,120,4.448831856434669,0,1
22,3,10,6,0.8160511324986391,0,30,20.740766836975702,0,1
0,0,7,9,0.3635517564835363,0,30,17.420891823513976,0,1
18,4,1,3,0.8170125754045223,0,60,3.3129217703381775,0,0
22,2,3,5,0.7016341920671287,0,120,21.71897423941866,0,1
6,1,11,1,0.028420264604893553,0,120,11.023078949420093,0,0
11,0,4,4,0.38932979349657215,0,15,11.70947919380235,0,1
16,1,7,11,0.9416804493270632,1,30,4.26878927971943,0,0
18,0,11,19,0.02466870662936227,0,45,17.99816638344373,0,1
13,3,9,18,0.10656272163587466,0,15,7.8381492387954905,0,1
3,2,6,6,0.3250792194138442,0,60,13.349379241691347,0,1
4,5,4,8,0.5137462527901083,0,120,18.408817978573783,1,1
22,0,9,4,0.43737773907614363,0,30,5.302057406182126,0,1
19,5,12,11,0.4862388029281026,0,60,1.140859608503696,0,1
11,5,10,0,0.6153067259266664,1,15,7.488874651193267,0,0
11,4,6,1,0.31526002788644514,0,120,5.309525682921153,0,1
23,6,5,4,0.7589318231199296,0,45,15.75774509937307,0,1
18,3,9,14,0.2496782521580846,0,60,8.76261565733261,0,1
13,0,6,3,0.8692287755063646,0,30,12.71273396777457,0,1
13,5,8,1,0.31738653822240137,0,120,6.031351870825362,0,0
6,0,7,10,0.22758136000059048,0,45,3.3028826470055606,0,1
8,1,3,11,0.0772345143343438,1,45,7.864153162859313,0,1
6,1,7,3,0.7090138755702701,0,30,22.828594710238836,0,1
21,4,4,1,0.24052339329290495,1,15,14.942568499804255,0,0
22,1,6,7,0.7303601833892176,0,60,9.129868341015468,1,1
18,2,11,18,0.7009630040854996,0,30,15.140588816884879,0,1
10,0,10,17,0.7558562570537307,0,15,9.51617178536686,0,1
7,2,6,4,0.8545043435509414,0,15,5.17836292847222,0,0
16,1,3,20,0.4093928681857071,0,120,7.156915407929173,0,1
7,3,2,0,0.3063935540485382,0,45,9.365276724624964,0,0
1,1,6,10,0.882962329100679,0,15,3.3352523500497675,0,1
19,2,5,11,0.5686961383933642,0,120,7.855935006297195,0,1
1,2,7,17,0.8091868129632495,0,30,11.620070864885566,0,1
11,1,10,13,0.7356207223437677,0,60,4.48602256083674,0,1
3,1,6,17,0.4394818663412412,0,45,11.437532058254398,0,1
21,1,2,3,0.9369849772112776,0,60,8.744457225575468,0,1
11,3,7,15,0.7445172609914655,0,60,12.604101364414433,0,1
19,3,9,16,0.27240798906912655,0,15,14.36113253207727,0,1
2,0,8,16,0.35914566835451345,0,120,25.067237140574473,0,1
6,4,9,11,0.8249937294518038,0,60,7.84819051540401,0,1
5,3,1,3,0.6316798427958178,1,120,8.039198395493703,0,1
3,0,3,11,0.9281341543411492,0,30,22.256318497603978,0,1
13,5,2,9,0.3237433192100557,1,30,17.510071023169044,0,0
15,6,1,0,0.8583831722218503,0,15,4.206034358303968,0,0
0,2,4,13,0.17492464282128384,0,60,12.942896240016417,0,1
8,6,4,3,0.8874546103046785,0,15,8.279525586004802,0,0
19,2,3,18,0.5925552321067913,0,30,18.41341764639676,0,1
7,0,5,0,0.41200190576846296,0,120,4.323568634887002,0,0
10,4,9,5,0.8194819020296935,1,120,5.038482799678018,0,0
14,0,6,2,0.7950248367400488,0,15,14.336360342351302,0,0
16,1,10,9,0.7197030807536358,0,60,5.4033840031674325,0,1
22,1,9,4,0.9394927682164423,0,15,19.543869734416685,0,1
5,4,7,7,0.9590652079329746,0,60,0.6522980608408288,0,1
22,5,12,17,0.6183356929774361,0,60,1.9693040309042593,0,1
3,4,4,10,0.8990401819428393,0,45,7.574306122104294,0,0
7,3,1,15,0.8583025464968229,0,120,15.102158030568173,0,0
5,6,6,4,0.6624211862483523,0,45,3.558719631380462,0,1
20,4,12,20,0.4069383685904129,1,15,7.560316384907933,0,0
8,3,6,5,0.2780374384413399,0,120,8.422305527318386,0,1
21,1,12,20,0.1860619735029495,0,45,15.651663445007557,0,1
13,3,11,9,0.6983153085162117,0,30,5.352041010656727,0,1
1,6,4,0,0.5624069207129117,0,45,3.9614030098341853,0,0
19,6,11,1,0.08116916158142873,0,120,3.3182831271029896,0,0
16,2,12,0,0.36142953557896806,1,45,16.775039416449747,0,0
22,2,1,18,0.9789534509534238,0,15,15.332931889306371,0,1
23,5,11,2,0.2157388826969019,0,120,4.955818509191296,0,0
2,2,11,15,0.03068973064866687,1,120,20.553663813161748,0,1
10,5,5,13,0.9846239321394974,0,60,6.506782239820782,0,1
15,1,6,14,0.7053649218727012,0,120,12.141044099323144,0,1
6,5,8,16,0.9643368404432453,0,45,8.813297383247594,0,1
22,5,7,15,0.8217104594189549,1,30,14.671859769225042,0,0
14,3,4,6,0.45051378121084984,0,15,2.1669854449862096,0,1
1,3,8,19,0.5009430137277396,0,60,1.5657035172647935,0,1
4,3,3,7,0.35366644919024426,0,120,16.72038413183474,0,1
19,0,8,10,0.09974538684707679,0,60,18.727328618426487,0,1
20,6,2,17,0.17407520103380258,0,60,17.3142333193495,0,1
0,1,2,15,0.06397908693550791,1,120,22.329524293987543,0,0
21,1,9,5,0.7210412660850444,0,60,6.499005860795917,0,1
9,2,9,8,0.9063392237569324,0,60,18.835913948472864,0,0
11,0,6,15,0.7887740781881355,0,120,11.227253491267167,0,1
2,0,9,12,0.21934957294444046,0,15,9.657096791020098,0,1
0,3,1,10,0.46624520382532053,0,45,0.8338090651471145,0,1
3,1,3,1,0.7730307969456713,0,120,18.835913948472864,0,0
15,3,4,17,0.7211602607713299,0,60,12.599411180608406,0,1
13,2,5,9,0.6790754137020809,0,45,8.833336368242946,0,1
0,3,4,6,0.78971169879579,0,15,9.225762017612876,0,1
12,4,1,18,0.9267218763425853,0,45,9.657096791020098,0,1
7,1,12,6,0.9439627182149418,1,30,5.17836292847222,0,0
22,2,8,8,0.5426470619638372,0,120,12.324510850969663,0,1
6,0,10,1,0.44114489340733176,0,45,3.9249114350142578,1,0
18,1,7,20,0.39395526456531427,0,15,8.313120432417604,0,1
1,0,2,12,0.16343010531915547,0,30,11.062343581805614,0,1
13,4,8,7,0.2106830902353466,0,45,11.075710072390914,0,1
12,0,5,7,0.1470343797429785,0,60,7.852849111811885,0,1
17,6,12,17,0.8027832444904096,0,45,18.835913948472864,0,0
19,2,10,19,0.07493163270459746,0,30,3.157689434082653,0,1
14,5,6,9,0.8488149218920953,0,45,16.03956319462119,0,1
4,3,6,5,0.893949238916272,0,30,14.870429403540772,0,1
10,1,12,20,0.3516527131993391,0,45,7.8381492387954905,0,1
23,4,9,19,0.23430947727813012,1,60,3.2142369711835546,0,1
8,4,2,20,0.4230025331881083,0,15,12.769573250388596,0,1
8,5,4,15,0.10118118794800923,1,45,7.2686891620987835,0,0
14,3,10,3,0.7293278868064833,0,15,2.3347616245172893,0,1
0,3,3,14,0.1747506003321111,0,30,2.967755321181685,0,1
21,5,11,16,0.559587162810728,0,45,15.651663445007557,0,1
8,3,10,20,0.048634428240611705,0,120,11.917075452790153,1,1
9,1,5,19,0.24961121921847262,0,120,5.585637805129423,0,1
0,4,7,12,0.30949935180862886,0,15,12.12018498112609,0,1
14,3,3,12,0.2425097852649195,0,30,23.23224474769643,0,1
11,4,7,3,0.32539604478152995,0,45,13.743862749543013,0,1
17,2,9,2,0.18317136405931678,0,15,14.13853701353485,0,0
23,5,1,15,0.5688629219705339,0,30,15.944399494269165,0,1
9,3,4,16,0.8930843235378052,0,15,5.153008559566253,0,0
0,5,6,20,0.236520478701009,1,45,15.805258214209209,0,0
12,5,5,14,0.4576620914479571,1,45,5.930509614321328,0,0
20,3,6,13,0.806046950297546,0,45,18.636977689764723,0,0
10,5,9,8,0.44259974035884364,0,30,15.276022741809225,0,1
19,3,5,15,0.1415241836991189,0,15,11.38105109583604,0,1
13,6,9,6,0.08929526692528333,0,15,10.890739359532745,0,1
7,1,1,11,0.44054442018613293,0,45,20.045993937344274,0,1
13,1,8,11,0.35772638185606787,0,60,16.341527183909943,0,1
19,0,9,13,0.7171268271747394,0,15,20.553663813161748,0,1
22,6,4,12,0.4316646550865677,0,120,10.565399389525071,0,0
16,4,11,19,0.18032479837621862,0,30,16.914797765447204,0,1
16,6,10,3,0.4713016953086602,0,15,19.40824641545014,1,1
9,0,5,5,0.18440127510567417,0,60,7.929453939301299,0,1
3,6,7,19,0.639074472946267,0,60,6.2079695732026146,0,1
12,0,4,0,0.7424906006918847,0,45,9.02746331207833,0,0
21,4,4,9,0.913584391272815,0,120,15.651663445007557,0,0
13,0,6,16,0.22961140634948685,0,45,5.688809036260197,0,1
0,4,7,9,0.5950646676515081,0,45,14.710418987186081,0,1
5,6,2,11,0.2061011179227269,0,45,9.42517697965193,0,1
3,4,11,5,0.21406264920847085,0,120,12.644370096296424,0,1
21,4,9,10,0.90374689197188,1,45,18.51463710576806,0,0
0,2,2,5,0.8846141577262614,0,120,4.219318653929179,0,0
11,6,9,20,0.8887612191528872,0,15,7.794086640433487,0,1
17,2,4,0,0.425426569216778,0,120,6.651058394946492,0,0
4,5,3,4,0.7212952228799179,0,30,11.44248504901829,0,1
20,1,5,10,0.8283406057079876,0,60,4.943822459481972,0,0
12,0,4,4,0.9133310323057107,0,120,15.308700800929703,1,1
8,4,9,0,0.40468517943669546,0,15,8.481685797693098,0,0
14,5,4,8,0.6607799460179524,1,45,6.016985044541116,0,0
11,5,5,8,0.017731999257162068,0,30,9.686658838977179,0,1
5,6,8,10,0.45455539987872096,0,15,8.246567455070336,0,1
13,2,4,19,0.7392909929174885,0,45,6.321661111108923,0,1
21,1,8,8,0.7815431230376714,0,60,7.021493376547687,0,1
4,6,1,3,0.5713437902308851,1,45,9.435270484873996,0,0
20,1,11,20,0.4892350116252966,0,120,14.592111198332933,0,1
18,3,4,13,0.030255933998916018,1,120,7.794086640433487,0,0
18,5,3,20,0.9234033720704659,0,60,10.940762483557787,0,1
13,4,6,1,0.18589421237392767,0,30,11.70947919380235,0,0
8,0,11,7,0.6729067294307904,1,120,22.87830302133938,0,1
0,3,12,6,0.1286965578832906,0,30,2.6182529807605643,0,1
22,0,1,6,0.052364783652687374,0,45,1.4550281960368705,0,1
6,6,6,10,0.3436511722128093,0,60,17.989128229714105,0,1
11,4,8,12,0.7981798838057234,0,15,13.065010756304723,0,1
20,4,1,18,0.7662283108515175,0,15,15.864123898292128,0,1
19,5,11,15,0.04819431955478948,0,120,8.261718501324681,0,1
18,4,2,17,0.8100521146348331,0,120,11.392178904616468,0,0
9,6,9,9,0.6464836950234722,0,30,13.157834130662048,0,1
23,2,6,6,0.7664581308673577,0,30,15.461470624065683,0,1
14,6,10,17,0.12545448108318158,1,15,5.908645834458479,0,0
23,2,5,10,0.281412614112297,0,15,15.818945297755997,0,1
7,4,6,13,0.7634170008638658,0,15,15.740199270455259,0,1
19,5,1,17,0.3821913843705147,0,60,10.627585962516125,0,1
11,2,9,12,0.3260657562876128,0,120,1.0539874485873248,0,1
2,1,12,5,0.41811348639537593,0,45,15.706951765851628,0,1
22,4,12,6,0.5854986256859681,0,60,16.292780412427057,0,1
4,1,3,3,0.7452806405269258,0,60,5.98159996930623,0,1
4,0,4,6,0.03522746043554581,0,120,18.878203947744566,0,1
1,0,9,7,0.29257329976949253,1,120,6.058324055954428,0,1
12,6,10,18,0.6846746300072434,0,15,12.064427014736665,0,1
11,6,11,10,0.9004981827313968,0,60,16.393728424038944,0,1
6,2,5,16,0.1428689879282058,1,15,10.720178765018357,0,0
16,3,5,7,0.017941634693182773,0,120,5.98159996930623,0,1
3,1,2,8,0.35127182017417047,0,120,9.981455810330056,0,1
7,6,7,18,0.6246283739673968,0,45,3.9826048213557605,0,1
23,5,10,14,0.8177818535166121,1,30,4.49568848337922,0,0
7,0,5,16,0.08680503867934941,0,120,7.469589354734159,0,1
6,3,5,4,0.6912636385261227,0,120,10.19921548029178,0,1
16,5,6,16,0.5516083999068179,0,15,18.348201529547268,0,1
8,1,2,7,0.2684111723348833,0,60,13.0243401566488,0,1
0,0,2,9,0.4533909836211072,0,60,18.106598747800295,0,1
13,1,11,8,0.09135807933806672,0,45,17.048000930053288,0,1
20,1,10,7,0.31177999791218347,0,60,12.32607834402844,0,1
9,5,10,3,0.9251637990775148,0,120,19.538349215159627,0,0
20,4,5,6,0.7214831624166678,0,60,6.629676977418582,0,1
10,2,2,3,0.2738326805243847,0,45,11.063454445807304,0,1
17,3,9,0,0.01139214829056534,0,15,14.20793700698015,0,0
20,6,10,20,0.5215640988917334,0,60,12.087727572805875,0,1
6,6,12,7,0.24489722225255406,0,120,5.570063262394362,0,1
6,6,8,20,0.1259321528054146,0,15,3.737979023267848,0,1
8,6,8,4,0.8937539871966806,0,15,5.302057406182126,0,0
6,0,11,9,0.9688403322440554,1,45,2.4308203970233127,0,0
3,5,10,1,0.5617223617712351,1,120,6.784990559155007,0,0
4,1,12,3,0.18707956323479646,0,30,15.494981253892131,0,1
1,3,3,0,0.6151080193538874,0,15,7.611818790212651,0,1
9,0,2,17,0.40021044738839884,0,60,14.942568499804255,0,1
14,2,9,13,0.43759090314556903,0,45,18.633292762895554,0,1
11,1,2,7,0.03704245209435497,0,60,1.6912826967495516,0,1
14,5,11,1,0.4722496318105672,0,30,6.708351988870514,0,1
0,2,6,15,0.398678873753326,1,120,26.209396079569444,0,0
19,5,9,13,0.7225882747853722,0,120,13.928711420116892,0,1
3,6,4,9,0.37497009198654385,0,30,8.360948387921203,0,1
14,5,12,9,0.1080077046373954,1,30,9.808485521341419,0,0
18,4,2,9,0.7960623128684482,0,60,26.766119662814738,0,1
21,3,7,10,0.4072554951040702,0,15,9.543697329589772,0,1
8,3,9,17,0.47384800755707435,0,15,2.9891780000369663,0,1
11,6,10,19,0.2336252668604264,0,120,14.641311919377179,0,1
9,5,6,10,0.7937214888019835,0,120,12.375144872607386,1,1
23,3,6,18,0.6055541907584815,0,30,22.477225646593684,0,1
0,6,5,6,0.01081121100942084,0,45,6.058324055954428,0,1
4,3,4,9,0.7334707657060239,0,15,8.03124815442637,0,1
19,3,9,10,0.7521331362508861,1,15,13.548481321808799,1,0
13,3,9,19,0.37874584808397926,0,30,8.02956105253275,0,1
22,4,2,20,0.2182498161657298,0,30,17.694859536383856,1,1
22,4,7,11,0.17805001844520907,0,15,1.3627338817839374,0,1
10,6,9,11,0.3797861722759418,0,15,12.5183146830018,0,1
2,5,7,9,0.6772950552240049,0,45,5.738470800784718,0,1
2,5,9,3,0.640179940811217,0,45,18.89876402561543,0,1
22,4,10,12,0.3964667522860642,0,120,11.58315809585227,0,1
4,1,4,1,0.6382589555208651,0,45,1.3477662065348697,0,1
0,1,3,16,0.33061737883375397,0,120,2.414638649740084,0,1
10,2,9,20,0.5858212368535106,0,15,13.0243401566488,0,1
19,0,1,20,0.15719056841178625,0,30,7.676460967946436,0,1
22,4,10,15,0.006252277178801835,0,30,6.786274334325965,0,1
15,5,1,18,0.07001806297594815,0,120,18.296002850112345,0,1
0,6,4,11,0.9113727885383754,0,120,18.727328618426487,0,1
17,3,11,2,0.9633188205957918,1,60,7.375262970384833,0,0
11,3,9,1,0.8577048536259722,0,45,5.930509614321328,0,0
0,4,1,6,0.36863304126375196,0,15,18.54509345419232,0,1
23,2,12,18,0.6384162694326054,0,45,12.570827362030222,0,1
15,3,3,19,0.7695929624915006,0,30,21.000300706185918,0,1
20,1,9,0,0.2390391865550725,1,60,2.8797325505645492,0,0
3,1,10,19,0.03381702732388325,0,15,1.6106151249604592,0,1
6,0,7,1,0.12876312719087146,0,60,4.1425662788833,0,0
18,6,9,20,0.5799896504840707,0,120,8.65603024342981,0,1
0,0,10,11,0.3030921810140308,0,120,8.36584458634719,0,1
12,5,8,19,0.11190054536764282,0,15,1.3627338817839374,0,1
0,3,9,3,0.5312069223594009,0,30,11.284573029606424,0,1
9,6,3,11,0.7324862582943745,0,120,13.131030797168991,0,1
16,2,10,10,0.8854491727662169,1,30,16.174777668340596,1,0
8,5,7,14,0.24397728879149383,0,120,7.812596788551235,0,1
13,4,5,18,0.5813489464380542,0,45,11.938336683518756,0,1
6,3,12,1,0.5222534498265867,0,120,16.048767666711058,0,1
4,5,10,13,0.19174005772900127,0,30,3.5675962580380145,0,1
0,2,6,19,0.8528567127040378,0,60,8.919076361364215,0,1
11,4,7,5,0.9137018417373359,0,60,8.246567455070336,0,1
18,5,2,10,0.5501581257762852,0,45,17.165241678363454,0,1
6,5,6,5,0.1974253172943098,0,15,9.62855629397353,0,1
4,4,2,4,0.7128299784719666,1,15,19.543869734416685,0,0
3,6,7,18,0.2096630099681781,1,45,19.556932755800215,0,0
17,3,3,18,0.4586826250314159,0,60,27.04754939826356,0,1
9,5,1,13,0.026141469084935864,0,15,11.246155646954964,0,1
1,0,5,15,0.6578553922254109,0,15,10.74302718732297,0,1
17,6,9,12,0.41051134887501295,1,30,5.445058654960043,0,0
5,6,6,14,0.7848031828382969,1,15,7.0255719815473165,0,0
3,6,3,1,0.4172322044338562,0,30,4.651650250231413,0,0
18,6,12,20,0.4892927819237851,0,60,20.831649297273053,0,1
19,2,5,4,0.0769993652429769,0,120,9.225762017612876,0,1
11,6,9,4,0.26747409712663794,0,120,8.751902593190888,0,1
14,4,2,0,0.8349525112279461,0,30,18.876326881523447,0,0
23,4,11,14,0.12165955188051203,0,30,7.359710092935691,0,1
23,3,12,20,0.2143061569941489,0,120,21.429482013433482,0,1
4,1,11,13,0.7085671428172147,1,60,11.44248504901829,0,1
12,3,3,8,0.4689248271995493,0,30,4.759652667019792,0,1
11,5,11,13,0.6166762696458822,0,15,8.868114072052123,0,1
16,6,5,13,0.025923486966572096,1,60,20.045993937344274,0,1
13,1,7,17,0.8502360535896102,0,60,17.13348714977778,0,1
2,6,4,20,0.52789108378045,0,30,5.688809036260197,0,1
9,3,8,11,0.8985437905328194,0,15,15.52210712014742,0,1
10,3,1,10,0.26602334017038987,0,30,9.322357785530716,0,1
16,6,4,0,0.5996093157046787,1,45,9.506433137218258,0,0
10,1,3,17,0.964727803438476,0,15,6.885969400462543,0,1
15,1,12,12,0.5146399420538087,0,15,7.280848476438773,0,1
3,2,3,11,0.48989639819480635,1,60,9.80835187045509,0,1
14,3,4,7,0.9025146621351365,0,60,8.050904983911286,0,0
0,0,11,20,0.09311616238737153,0,30,7.172312147971521,0,1
22,4,6,0,0.06830849456309074,0,120,10.140140073803446,0,1
20,2,5,4,0.08822384584835152,0,15,11.040242100028074,0,1
18,3,8,6,0.537005564823471,0,30,18.348201529547268,0,1
16,3,11,2,0.363121483187679,0,30,5.908645834458479,0,0
5,2,7,11,0.5071323163640578,0,45,8.02956105253275,0,1
1,6,6,12,0.5846251250218157,1,30,10.111039079165462,0,1
0,5,1,16,0.5900299905654718,0,120,4.636777941590319,0,1
10,1,2,4,0.8137626222391982,0,120,12.646796174366711,0,0
10,5,8,1,0.8888243446574217,0,60,13.052169336130554,0,0
8,0,3,4,0.7204404532662787,0,15,5.826208843296456,0,1
18,4,8,12,0.9239046458574096,1,120,1.3627338817839374,0,0
12,4,11,10,0.145954367937978,0,60,14.133602971494772,0,1
19,5,5,12,0.8553966711207591,0,60,12.925207323832547,0,1
13,6,1,13,0.6377261991187463,0,120,11.792725671297012,0,1
5,4,8,11,0.2294107044513014,0,30,16.32836279616206,0,1
0,0,8,6,0.43443445705301487,0,30,6.359178030578818,0,1
2,4,12,1,0.11532673763678913,0,45,12.695431477331375,0,0
13,5,7,5,0.9014414846647811,0,60,5.004078218316067,0,1
16,6,4,7,0.9595273888419025,0,60,5.790716516159283,0,0
23,6,12,15,0.483779602037369,1,45,13.185900503911485,0,1
9,5,5,8,0.7747049520773076,0,60,15.102158030568173,0,0
0,6,6,12,0.6043894990249269,0,45,9.868569932141517,0,1
11,6,7,18,0.4193106128054471,0,120,11.07425683231177,0,1
2,4,6,20,0.7746768775484735,0,30,4.3268139616741115,0,1
13,4,11,6,0.2913770398783747,1,45,6.629676977418582,0,1
16,1,9,14,0.6443009430980291,0,45,14.220420223082957,0,1
